Districts_N,Area,Category_N,Crop_N,Year,Max_Temp,Min_Temp,Rainfall, Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Productions
5,1370,4,3,1996,35.9,24.2666666666667,314.333333333333,84,2.46666666666667,4.36666666666667,7.03333333333333,41933,621445.2,596963.4,23.48,91.19,10,1620
5,3110,4,3,1997,34.4,22.4,236.333333333333,83.6666666666667,1.93333333333333,4.6,6.26666666666667,41933,621445.2,596963.4,23.48,91.19,10,3869
5,0,4,3,1998,35.4333333333333,24,230.333333333333,84.6666666666667,2,4.7,6.1,41933,621445.2,596963.4,23.48,91.19,10,0
5,0,4,3,1999,35.9666666666667,24.9333333333333,195.333333333333,84,1.8,4.46666666666667,6.76666666666667,41933,621445.2,596963.4,23.48,91.19,10,0
5,0,4,3,2000,35.1,24.2333333333333,353.666666666667,84.3333333333333,1.76666666666667,5,6.36666666666667,41933,621445.2,596963.4,23.48,91.19,10,0
5,0,4,3,2001,35.3333333333333,24.0666666666667,314.666666666667,83.3333333333333,1.53333333333333,4.7,6.5,41933,621445.2,596963.4,23.48,91.19,10,0
5,0,4,3,2002,34.8333333333333,23.7666666666667,250.333333333333,83.6666666666667,1.86666666666667,5.03333333333333,6,41933,621445.2,596963.4,23.48,91.19,10,0
5,0,4,3,2003,36,23.9666666666667,315.333333333333,83.6666666666667,2,4.8,6.36666666666667,41933,621445.2,596963.4,23.48,91.19,10,0
5,0,4,3,2004,36.0666666666667,24.1666666666667,338.333333333333,82.6666666666667,2.23333333333333,5.06666666666667,6.6,41933,621445.2,596963.4,23.48,91.19,10,0
5,0,4,3,2005,35.8666666666667,24.1,203,81.6666666666667,1.76666666666667,4.5,7.3,41933,621445.2,596963.4,23.48,91.19,10,0
5,0,4,3,2006,36.6,24.3333333333333,375.333333333333,81.6666666666667,1.76666666666667,4.7,6.6,41933,621445.2,596963.4,23.48,91.19,10,0
5,0,4,3,2007,35.5,24.3,293.333333333333,84,1.4,4.46666666666667,6.73333333333333,41933,621445.2,596963.4,23.48,91.19,10,0
5,0,4,3,2008,36.2666666666667,24,215.333333333333,81.6666666666667,1.43333333333333,4.43333333333333,7.03333333333333,41933,621445.2,596963.4,23.48,91.19,10,0
5,0,4,3,2009,36.7,24.8,192.666666666667,80.6666666666667,2.73333333333333,4.46666666666667,7.46666666666667,41933,621445.2,596963.4,23.48,91.19,10,0
