Districts_N,Area,Category_N,Crop-N,Year,Max_Temp,Min_Temp,Rainfall, Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Productions
7,4520,2,2,1971,32.75,25.8,358.5,84.5,0.95,5.8,4.748,41863,365790.2,834718,25.63,88.66,37,5120
7,7120,2,2,1972,36.8,26.1,317.5,84.5,0.8,5,4.748,41863,365790.2,834718,25.63,88.66,37,7525
7,10165,2,2,1973,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,11200
7,19780,2,2,1974,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,21800
7,28790,2,2,1975,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,25380
7,29650,2,2,1976,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,27230
7,19150,2,2,1977,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,17585
7,27250,2,2,1978,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,25380
7,27420,2,2,1979,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,23370
7,40850,2,2,1980,32.65,26.05,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,36740
7,44970,2,2,1981,32.75,26.15,502,84.5,2.25,6.95,4.748,41863,365790.2,834718,25.63,88.66,37,40410
7,43310,2,2,1982,34.35,25.65,310.5,83,1.05,6.35,4.748,41863,365790.2,834718,25.63,88.66,37,34830
7,49335,2,2,1983,35.5,25.55,531.5,82.5,0.9,5.6,4.748,41863,365790.2,834718,25.63,88.66,37,45455
7,61815,2,2,1984,34.75,25.25,370,83,1.05,6.05,4.748,41863,365790.2,834718,25.63,88.66,37,46497
7,61815,2,2,1985,34.85,25.9,381,83,1.05,5.95,4.748,41863,365790.2,834718,25.63,88.66,37,46475
7,49800,2,2,1986,35.25,25.95,414.5,81.5,1.1,5.6,4.748,41863,365790.2,834718,25.63,88.66,37,39815
7,61075,2,2,1987,34.6,25.5,997,87,1.35,6.6,4.748,41863,365790.2,834718,25.63,88.66,37,44585
7,58640,2,2,1988,35,25.95,624.5,85,0.9,5.85,4.748,41863,365790.2,834718,25.63,88.66,37,39570
7,32435,2,2,1989,35,25.65,322,85,1,5.45,5.1,41863,365790.2,834718,25.63,88.66,37,20845
7,46600,2,2,1990,34.6,26.05,365,85,1.2,5.65,4.9,41863,365790.2,834718,25.63,88.66,37,30440
7,51210,2,2,1991,36.05,26.25,233,85.5,1.15,5.65,4.65,41863,365790.2,834718,25.63,88.66,37,29860
7,51210,2,2,1992,35.3,25.35,381.5,84.5,1.3,6.05,4.45,41863,365790.2,834718,25.63,88.66,37,29860
7,44190,2,2,1993,34.35,26.35,391.5,85.5,1.1,6,4.95,41863,365790.2,834718,25.63,88.66,37,29250
7,44000,2,2,1994,35.95,26.35,135,80,0.85,4.95,6,41863,365790.2,834718,25.63,88.66,37,19560
7,52760,2,2,1995,34.85,25.45,532.5,85.5,0.65,5.75,4.7,41863,365790.2,834718,25.63,88.66,37,27850
7,53900,2,2,1996,35.45,26.35,390.5,86.5,0.65,5.85,4.1,41863,365790.2,834718,25.63,88.66,37,31270
7,52770,2,2,1997,36.1,26.35,395.5,86.5,0.8,5.55,4.2,41863,365790.2,834718,25.63,88.66,37,30890
7,49100,2,2,1998,34.4,26.4,557,89,0.6,6.55,2.6,41863,365790.2,834718,25.63,88.66,37,29010
7,39870,2,2,1999,35.55,26,495,88,0.6,6.35,3.65,41863,365790.2,834718,25.63,88.66,37,23780
7,31580,2,2,2000,35.25,26.45,191.5,85,0.7,6,4.95,41863,365790.2,834718,25.63,88.66,37,27440
7,25810,2,2,2001,36.65,26.6,238,84.5,0.6,5.45,6.25,41863,365790.2,834718,25.63,88.66,37,14590
7,28750,2,2,2002,35.65,25.95,521.5,87,0.7,6.3,3.8,41863,365790.2,834718,25.63,88.66,37,24960
7,24240,2,2,2003,36.7,26.55,364.5,83.5,0.65,5.4,6.15,41863,365790.2,834718,25.63,88.66,37,22380
7,22320,2,2,2004,34.7,26,365,85,0.7,5.9,4.9,41863,365790.2,834718,25.63,88.66,37,18280
7,20866,2,2,2005,35.25,26.3,552,86,0.55,6.55,3.9,41863,365790.2,834718,25.63,88.66,37,17752
7,19260,2,2,2006,36.35,26.6,172,82,0.75,5.8,6.45,41863,365790.2,834718,25.63,88.66,37,15810
7,25145,2,2,2007,35.75,26.4,317,85.5,0.9,6.35,3.95,41863,365790.2,834718,25.63,88.66,37,19409
7,22755,2,2,2008,35.45,26.1,411,86,0.65,6.3,4.25,41863,365790.2,834718,25.63,88.66,37,24520
7,9578,2,2,2009,35.4,26.4,376,84,1.8,6.25,4.95,41863,365790.2,834718,25.63,88.66,37,8626
7,10705,2,2,2010,35.6,26.75,323,83.5,1.75,5.95,4.75,41863,365790.2,834718,25.63,88.66,37,9483
7,14314,2,2,2011,35.4,26.2,333,83.5,1.7,6,4.7,41863,365790.2,834718,25.63,88.66,37,17282
7,20588,2,2,2012,35.15,26.85,270.5,82,1.75,6.15,5.55,41863,365790.2,834718,25.63,88.66,37,18323
7,26818,2,2,2013,35.35,26.5,362,83.5,1.8,6.25,4.85,41863,365790.2,834718,25.63,88.66,37,27189
7,0,4,2,1969,35.3,26.5,482.5,87,0.9,5.25,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1970,35.3,26.4,356,86,0.65,5.4,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1971,32.75,25.8,358.5,84.5,0.95,5.8,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1972,36.8,26.1,317.5,84.5,0.8,5,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1973,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1974,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1975,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1976,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1977,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,2135,4,2,1978,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,940
7,0,4,2,1979,32.4,25.95,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1980,32.65,26.05,379,84.5,0.85,5.75,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1981,32.75,26.15,502,84.5,2.25,6.95,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,1450,4,2,1982,34.35,25.65,310.5,83,1.05,6.35,4.748,41863,365790.2,834718,25.63,88.66,37,960
7,1905,4,2,1983,35.5,25.55,531.5,82.5,0.9,5.6,4.748,41863,365790.2,834718,25.63,88.66,37,1275
7,130,4,2,1984,34.75,25.25,370,83,1.05,6.05,4.748,41863,365790.2,834718,25.63,88.66,37,36
7,0,4,2,1985,34.85,25.9,381,83,1.05,5.95,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1986,35.25,25.95,414.5,81.5,1.1,5.6,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1987,34.6,25.5,997,87,1.35,6.6,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1988,35,25.95,624.5,85,0.9,5.85,4.748,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1989,35,25.65,322,85,1,5.45,5.1,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1990,34.6,26.05,365,85,1.2,5.65,4.9,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1991,36.05,26.25,233,85.5,1.15,5.65,4.65,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1992,35.3,25.35,381.5,84.5,1.3,6.05,4.45,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1993,34.35,26.35,391.5,85.5,1.1,6,4.95,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1994,35.95,26.35,135,80,0.85,4.95,6,41863,365790.2,834718,25.63,88.66,37,0
7,41190,4,2,1995,34.85,25.45,532.5,85.5,0.65,5.75,4.7,41863,365790.2,834718,25.63,88.66,37,12020
7,0,4,2,1996,35.45,26.35,390.5,86.5,0.65,5.85,4.1,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1997,36.1,26.35,395.5,86.5,0.8,5.55,4.2,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1998,34.4,26.4,557,89,0.6,6.55,2.6,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,1999,35.55,26,495,88,0.6,6.35,3.65,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2000,35.25,26.45,191.5,85,0.7,6,4.95,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2001,36.65,26.6,238,84.5,0.6,5.45,6.25,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2002,35.65,25.95,521.5,87,0.7,6.3,3.8,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2003,36.7,26.55,364.5,83.5,0.65,5.4,6.15,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2004,34.7,26,365,85,0.7,5.9,4.9,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2005,35.25,26.3,552,86,0.55,6.55,3.9,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2006,36.35,26.6,172,82,0.75,5.8,6.45,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2007,35.75,26.4,317,85.5,0.9,6.35,3.95,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2008,35.45,26.1,411,86,0.65,6.3,4.25,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2009,35.4,26.4,376,84,1.8,6.25,4.95,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2010,35.6,26.75,323,83.5,1.75,5.95,4.75,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2011,35.4,26.2,333,83.5,1.7,6,4.7,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2012,35.15,26.85,270.5,82,1.75,6.15,5.55,41863,365790.2,834718,25.63,88.66,37,0
7,0,4,2,2013,35.35,26.5,362,83.5,1.8,6.25,4.85,41863,365790.2,834718,25.63,88.66,37,0
8,577000,3,2,1969,32.8,25.75,335,88,1.5,6.35,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,164905
8,479420,3,2,1970,34.4,25.85,336.5,87.5,1.35,6.6,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,142475
8,435560,3,2,1971,33.05,24.9,408,86,1.4,6.05,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,117600
8,539435,3,2,1972,34.75,24.6,284.5,85.5,1.6,6.65,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,152935
8,489160,3,2,1973,33.05,24.5,337.5,86,1.8,6.1,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,138185
8,570605,3,2,1974,33.1,23.85,433,91.5,1.7,6.75,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,174185
8,585000,3,2,1975,33.75,25.7,407.5,87,2,6.8,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,171920
8,599775,3,2,1976,31.5,25.8,324,86,1.35,6.4,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,143650
8,553480,3,2,1977,33.45,26.3,232.5,86,1,5.75,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,117080
8,546575,3,2,1978,34.7,26.1,275,85,1.1,5.65,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,146180
8,524170,3,2,1979,34.65,26.25,336.5,86.5,0.6,6.1,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,116890
8,419905,3,2,1980,34.1,26.55,277.5,86,1.55,5.05,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,114760
8,509915,3,2,1981,33.6,26.45,583.5,87,1.4,5.05,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,134880
8,534835,3,2,1982,33.65,26.25,240.5,86,1.45,3.75,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,140095
8,538100,3,2,1983,34.85,26.7,426.5,86.5,1.05,4.75,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,151230
8,461125,3,2,1984,34,25.5,312.5,85.5,1.75,5.6,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,102450
8,554835,3,2,1985,33.75,25.85,215.5,86.5,2.15,4.95,4.5,41929,483877.3,610719.3,23.61,89.84,9,144830
8,592000,3,2,1986,34.5,25.8,283,85.5,1.8,5,4.5,41929,483877.3,610719.3,23.61,89.84,9,202180
8,639145,3,2,1987,33.65,26.05,380.5,87.5,2.55,6.3,4,41929,483877.3,610719.3,23.61,89.84,9,21494
8,688360,3,2,1988,33.45,26.55,242,86,3.7,6.35,4.15,41929,483877.3,610719.3,23.61,89.84,9,232300
8,588130,3,2,1989,34.05,25.95,167.5,85.5,2.6,5.75,5.8,41929,483877.3,610719.3,23.61,89.84,9,206125
8,490690,3,2,1990,34.1,25.8,275,86.5,2.45,5.9,5.2,41929,483877.3,610719.3,23.61,89.84,9,133330
8,414380,3,2,1991,34.4,25.95,246,87,2.65,5.85,5.1,41929,483877.3,610719.3,23.61,89.84,9,125910
8,414380,3,2,1992,34.15,24.7,298,86.5,1.95,5.9,4.6,41929,483877.3,610719.3,23.61,89.84,9,125910
8,430410,3,2,1993,33.1,24.65,287.5,87.5,2.1,6.2,3.75,41929,483877.3,610719.3,23.61,89.84,9,132540
8,446640,3,2,1994,33.65,26.05,247,83.5,1.65,5.65,4.8,41929,483877.3,610719.3,23.61,89.84,9,160380
8,407690,3,2,1995,33.4,26,436.5,86.5,2.3,6.1,3.9,41929,483877.3,610719.3,23.61,89.84,9,134220
8,406870,3,2,1996,33.95,25.85,328.5,88.5,2.4,3,4.15,41929,483877.3,610719.3,23.61,89.84,9,148530
8,392890,3,2,1997,34.95,25.9,315.5,87,2,5.85,4.5,41929,483877.3,610719.3,23.61,89.84,9,121870
8,377730,3,2,1998,34,26.3,349,88,2.3,6.15,4,41929,483877.3,610719.3,23.61,89.84,9,117030
8,373770,3,2,1999,33.5,25.75,436.5,88,1.8,6.15,3.65,41929,483877.3,610719.3,23.61,89.84,9,133240
8,317670,3,2,2000,35,26.2,249,86,1.5,5.6,5,41929,483877.3,610719.3,23.61,89.84,9,132810
8,335910,3,2,2001,33.8,26.5,230.5,85.5,1.2,5.55,5.6,41929,483877.3,610719.3,23.61,89.84,9,129650
8,317020,3,2,2002,34.65,26.05,503,87.5,1.2,6.4,3.7,41929,483877.3,610719.3,23.61,89.84,9,127920
8,327030,3,2,2003,34.65,26.45,198,84.5,1,5.3,6.3,41929,483877.3,610719.3,23.61,89.84,9,141970
8,220070,3,2,2004,34,26.5,195,84.5,1.55,5.85,5.55,41929,483877.3,610719.3,23.61,89.84,9,75400
8,197287,3,2,2005,33.95,26.35,330,87.5,0.8,6.15,4,41929,483877.3,610719.3,23.61,89.84,9,73014
8,41910,3,2,2006,35.4,26.4,266,85,2.1,6.05,5.4,41929,483877.3,610719.3,23.61,89.84,9,13968
8,19740,3,2,2007,35.05,26.4,446,84,1.1,5.85,4.85,41929,483877.3,610719.3,23.61,89.84,9,6075
8,35240,3,2,2008,34.05,26.15,302.5,86.5,0.65,5.9,4.45,41929,483877.3,610719.3,23.61,89.84,9,15442
8,32145,3,2,2009,34.6,26.35,529.5,86,2.3,5.75,4.6,41929,483877.3,610719.3,23.61,89.84,9,12922
8,22758,3,2,2010,35.7,26.75,275.5,83.5,2.35,5.05,5.85,41929,483877.3,610719.3,23.61,89.84,9,8689
8,17950,3,2,2011,35.7,26.4,361,85,2.35,5.7,4.7,41929,483877.3,610719.3,23.61,89.84,9,5191
8,18937,3,2,2012,34.5,26.55,236.5,85.5,2.25,5.4,5.1,41929,483877.3,610719.3,23.61,89.84,9,9186
8,17482,3,2,2013,35.1,26.5,231,85,2.3,5.55,4.45,41929,483877.3,610719.3,23.61,89.84,9,8926
8,15,2,2,1969,32.8,25.75,335,88,1.5,6.35,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,20
8,0,2,2,1970,34.4,25.85,336.5,87.5,1.35,6.6,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,2,2,1971,33.05,24.9,408,86,1.4,6.05,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,65,2,2,1972,34.75,24.6,284.5,85.5,1.6,6.65,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,65
8,65,2,2,1973,33.05,24.5,337.5,86,1.8,6.1,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,75
8,1700,2,2,1974,33.1,23.85,433,91.5,1.7,6.75,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,2085
8,0,2,2,1975,33.75,25.7,407.5,87,2,6.8,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,2,2,1976,31.5,25.8,324,86,1.35,6.4,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,1125,2,2,1977,33.45,26.3,232.5,86,1,5.75,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,1125
8,4525,2,2,1978,34.7,26.1,275,85,1.1,5.65,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,4200
8,6970,2,2,1979,34.65,26.25,336.5,86.5,0.6,6.1,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,6105
8,7900,2,2,1980,34.1,26.55,277.5,86,1.55,5.05,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,6965
8,7085,2,2,1981,33.6,26.45,583.5,87,1.4,5.05,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,5830
8,7390,2,2,1982,33.65,26.25,240.5,86,1.45,3.75,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,6060
8,7430,2,2,1983,34.85,26.7,426.5,86.5,1.05,4.75,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,6535
8,6065,2,2,1984,34,25.5,312.5,85.5,1.75,5.6,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,5014
8,6065,2,2,1985,33.75,25.85,215.5,86.5,2.15,4.95,4.5,41929,483877.3,610719.3,23.61,89.84,9,5015
8,10530,2,2,1986,34.5,25.8,283,85.5,1.8,5,4.5,41929,483877.3,610719.3,23.61,89.84,9,9480
8,10545,2,2,1987,33.65,26.05,380.5,87.5,2.55,6.3,4,41929,483877.3,610719.3,23.61,89.84,9,9925
8,460,2,2,1988,33.45,26.55,242,86,3.7,6.35,4.15,41929,483877.3,610719.3,23.61,89.84,9,400
8,660,2,2,1989,34.05,25.95,167.5,85.5,2.6,5.75,5.8,41929,483877.3,610719.3,23.61,89.84,9,670
8,6360,2,2,1990,34.1,25.8,275,86.5,2.45,5.9,5.2,41929,483877.3,610719.3,23.61,89.84,9,5810
8,5810,2,2,1991,34.4,25.95,246,87,2.65,5.85,5.1,41929,483877.3,610719.3,23.61,89.84,9,5100
8,5810,2,2,1992,34.15,24.7,298,86.5,1.95,5.9,4.6,41929,483877.3,610719.3,23.61,89.84,9,5100
8,2950,2,2,1993,33.1,24.65,287.5,87.5,2.1,6.2,3.75,41929,483877.3,610719.3,23.61,89.84,9,2130
8,2100,2,2,1994,33.65,26.05,247,83.5,1.65,5.65,4.8,41929,483877.3,610719.3,23.61,89.84,9,1830
8,1300,2,2,1995,33.4,26,436.5,86.5,2.3,6.1,3.9,41929,483877.3,610719.3,23.61,89.84,9,1130
8,1390,2,2,1996,33.95,25.85,328.5,88.5,2.4,3,4.15,41929,483877.3,610719.3,23.61,89.84,9,1240
8,590,2,2,1997,34.95,25.9,315.5,87,2,5.85,4.5,41929,483877.3,610719.3,23.61,89.84,9,580
8,880,2,2,1998,34,26.3,349,88,2.3,6.15,4,41929,483877.3,610719.3,23.61,89.84,9,620
8,40,2,2,1999,33.5,25.75,436.5,88,1.8,6.15,3.65,41929,483877.3,610719.3,23.61,89.84,9,30
8,40,2,2,2000,35,26.2,249,86,1.5,5.6,5,41929,483877.3,610719.3,23.61,89.84,9,30
8,50,2,2,2001,33.8,26.5,230.5,85.5,1.2,5.55,5.6,41929,483877.3,610719.3,23.61,89.84,9,50
8,50,2,2,2002,34.65,26.05,503,87.5,1.2,6.4,3.7,41929,483877.3,610719.3,23.61,89.84,9,50
8,210,2,2,2003,34.65,26.45,198,84.5,1,5.3,6.3,41929,483877.3,610719.3,23.61,89.84,9,210
8,230,2,2,2004,34,26.5,195,84.5,1.55,5.85,5.55,41929,483877.3,610719.3,23.61,89.84,9,190
8,431,2,2,2005,33.95,26.35,330,87.5,0.8,6.15,4,41929,483877.3,610719.3,23.61,89.84,9,422
8,10,2,2,2006,35.4,26.4,266,85,2.1,6.05,5.4,41929,483877.3,610719.3,23.61,89.84,9,6
8,0,2,2,2007,35.05,26.4,446,84,1.1,5.85,4.85,41929,483877.3,610719.3,23.61,89.84,9,0
8,25,2,2,2008,34.05,26.15,302.5,86.5,0.65,5.9,4.45,41929,483877.3,610719.3,23.61,89.84,9,27
8,700,2,2,2009,34.6,26.35,529.5,86,2.3,5.75,4.6,41929,483877.3,610719.3,23.61,89.84,9,717
8,835,2,2,2010,35.7,26.75,275.5,83.5,2.35,5.05,5.85,41929,483877.3,610719.3,23.61,89.84,9,742
8,875,2,2,2011,35.7,26.4,361,85,2.35,5.7,4.7,41929,483877.3,610719.3,23.61,89.84,9,619
8,1205,2,2,2012,34.5,26.55,236.5,85.5,2.25,5.4,5.1,41929,483877.3,610719.3,23.61,89.84,9,809
8,1282,2,2,2013,35.1,26.5,231,85,2.3,5.55,4.45,41929,483877.3,610719.3,23.61,89.84,9,1294
8,0,4,2,1969,32.8,25.75,335,88,1.5,6.35,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1970,34.4,25.85,336.5,87.5,1.35,6.6,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1971,33.05,24.9,408,86,1.4,6.05,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1972,34.75,24.6,284.5,85.5,1.6,6.65,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1973,33.05,24.5,337.5,86,1.8,6.1,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1974,33.1,23.85,433,91.5,1.7,6.75,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1975,33.75,25.7,407.5,87,2,6.8,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1976,31.5,25.8,324,86,1.35,6.4,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1977,33.45,26.3,232.5,86,1,5.75,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1978,34.7,26.1,275,85,1.1,5.65,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1979,34.65,26.25,336.5,86.5,0.6,6.1,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1980,34.1,26.55,277.5,86,1.55,5.05,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1981,33.6,26.45,583.5,87,1.4,5.05,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1982,33.65,26.25,240.5,86,1.45,3.75,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1983,34.85,26.7,426.5,86.5,1.05,4.75,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1984,34,25.5,312.5,85.5,1.75,5.6,4.69482758620689,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1985,33.75,25.85,215.5,86.5,2.15,4.95,4.5,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1986,34.5,25.8,283,85.5,1.8,5,4.5,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1987,33.65,26.05,380.5,87.5,2.55,6.3,4,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1988,33.45,26.55,242,86,3.7,6.35,4.15,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1989,34.05,25.95,167.5,85.5,2.6,5.75,5.8,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1990,34.1,25.8,275,86.5,2.45,5.9,5.2,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1991,34.4,25.95,246,87,2.65,5.85,5.1,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1992,34.15,24.7,298,86.5,1.95,5.9,4.6,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1993,33.1,24.65,287.5,87.5,2.1,6.2,3.75,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1994,33.65,26.05,247,83.5,1.65,5.65,4.8,41929,483877.3,610719.3,23.61,89.84,9,0
8,406870,4,2,1995,33.4,26,436.5,86.5,2.3,6.1,3.9,41929,483877.3,610719.3,23.61,89.84,9,148530
8,0,4,2,1996,33.95,25.85,328.5,88.5,2.4,3,4.15,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1997,34.95,25.9,315.5,87,2,5.85,4.5,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1998,34,26.3,349,88,2.3,6.15,4,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,1999,33.5,25.75,436.5,88,1.8,6.15,3.65,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,2000,35,26.2,249,86,1.5,5.6,5,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,2001,33.8,26.5,230.5,85.5,1.2,5.55,5.6,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,2002,34.65,26.05,503,87.5,1.2,6.4,3.7,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,2003,34.65,26.45,198,84.5,1,5.3,6.3,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,2004,34,26.5,195,84.5,1.55,5.85,5.55,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,2005,33.95,26.35,330,87.5,0.8,6.15,4,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,2006,35.4,26.4,266,85,2.1,6.05,5.4,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,2007,35.05,26.4,446,84,1.1,5.85,4.85,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,2008,34.05,26.15,302.5,86.5,0.65,5.9,4.45,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,2009,34.6,26.35,529.5,86,2.3,5.75,4.6,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,2010,35.7,26.75,275.5,83.5,2.35,5.05,5.85,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,2011,35.7,26.4,361,85,2.35,5.7,4.7,41929,483877.3,610719.3,23.61,89.84,9,0
8,0,4,2,2012,34.5,26.55,236.5,85.5,2.25,5.4,5.1,41929,483877.3,610719.3,23.61,89.84,9,0
