Districts_N,Area,Category_N,Crop-N,Year,Max_Temp,Min_Temp,Rainfall, Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Productions
2,393125,3,2,1979,34.4,25.95,600.5,89,1.55,5.85,5.4,41950,536809.8,510151.9,22.7,90.36,4,114095
2,409860,3,2,1980,34.05,26.2,411.5,90,1.4,5.85,4.35,41950,536809.8,510151.9,22.7,90.36,4,145590
2,314540,3,2,1981,32.7,25.55,369,89.5,1.2,6,3.6,41950,536809.8,510151.9,22.7,90.36,4,101455
2,342135,3,2,1982,33.05,25.75,408,87.5,1.5,5.9,4.8,41950,536809.8,510151.9,22.7,90.36,4,110610
2,365275,3,2,1983,33.85,25.95,487,87.5,1.3,6.15,3.7,41950,536809.8,510151.9,22.7,90.36,4,122785
2,363610,3,2,1984,34,25.25,439.5,90,1.2,7,3.85,41950,536809.8,510151.9,22.7,90.36,4,89615
2,403025,3,2,1985,34.75,25.6,299.5,91.5,1.5,6.75,4.25,41950,536809.8,510151.9,22.7,90.36,4,116620
2,432560,3,2,1986,35.35,25.6,316.5,89,0.8,6.15,4.45,41950,536809.8,510151.9,22.7,90.36,4,155940
2,485755,3,2,1987,33.9,25.4,625.5,92,0.9,6.7,2.7,41950,536809.8,510151.9,22.7,90.36,4,19000
2,508280,3,2,1988,32.95,26.05,440.5,90.5,1.3,6.8,3.4,41950,536809.8,510151.9,22.7,90.36,4,184970
2,414465,3,2,1989,33.15,25.4,328,88.5,1.15,6,4.6,41950,536809.8,510151.9,22.7,90.36,4,170475
2,416100,3,2,1990,33.25,25.5,378,89.5,1,6.25,4.45,41950,536809.8,510151.9,22.7,90.36,4,162920
2,417080,3,2,1991,34.4,25.5,362.5,88.5,1.35,6.6,4.05,41950,536809.8,510151.9,22.7,90.36,4,159420
2,417080,3,2,1992,34.9,25.4,312.5,90.5,1.25,6.5,3.6,41950,536809.8,510151.9,22.7,90.36,4,159420
2,319310,3,2,1993,33.5,25.6,482,90.5,1.8,6.5,3.7,41950,536809.8,510151.9,22.7,90.36,4,97140
2,331070,3,2,1994,33.1,25.55,290,88,1.2,6.4,4.2,41950,536809.8,510151.9,22.7,90.36,4,109860
2,347990,3,2,1995,34.35,25.3,429.5,87.5,1.3,6.35,4.35,41950,536809.8,510151.9,22.7,90.36,4,101320
2,326310,3,2,1996,34.7,25.5,314.5,89.5,1.3,5.95,2.95,41950,536809.8,510151.9,22.7,90.36,4,98660
2,304890,3,2,1997,34.65,25.6,298.5,90,1.5,6.65,3.75,41950,536809.8,510151.9,22.7,90.36,4,105950
2,305960,3,2,1998,34.5,25.15,566,91.5,1.4,6.55,2.35,41950,536809.8,510151.9,22.7,90.36,4,98670
2,273550,3,2,1999,34,25.25,465.5,91,1.5,7.05,2.75,41950,536809.8,510151.9,22.7,90.36,4,119260
2,270140,3,2,2000,34.85,25.45,296,87.5,1.6,6.5,3.7,41950,536809.8,510151.9,22.7,90.36,4,125840
2,295810,3,2,2001,33.35,25.65,373.5,89,1.65,6.6,4.3,41950,536809.8,510151.9,22.7,90.36,4,145310
2,283260,3,2,2002,34.25,25.95,494,89.5,1.05,6.85,3.85,41950,536809.8,510151.9,22.7,90.36,4,130790
2,287570,3,2,2003,34.2,26.6,214.5,89.5,1.35,6.3,5.3,41950,536809.8,510151.9,22.7,90.36,4,128600
2,285810,3,2,2004,33.6,26,359.5,88.5,1.5,6.8,3.75,41950,536809.8,510151.9,22.7,90.36,4,120430
2,248320,3,2,2005,34.35,26.05,382.5,93,1.1,6.75,3.7,41950,536809.8,510151.9,22.7,90.36,4,123534
2,50675,3,2,2006,33.6,26.05,381,90,1.5,6.8,4.1,41950,536809.8,510151.9,22.7,90.36,4,27418
2,51660,3,2,2007,34.25,26.15,389,89.5,1.05,6.6,3.35,41950,536809.8,510151.9,22.7,90.36,4,25932
2,57680,3,2,2008,33.45,26,453.5,89,1,6.6,3.45,41950,536809.8,510151.9,22.7,90.36,4,30331
2,47615,3,2,2009,35,26.15,530,89,2.55,6.65,3.85,41950,536809.8,510151.9,22.7,90.36,4,30582
2,47986,3,2,2010,34.75,26.75,203.5,87,1.75,6.1,4.8,41950,536809.8,510151.9,22.7,90.36,4,28905
2,51687,3,2,2011,35.3,26.15,371,88.5,2.95,6.2,4.1,41950,536809.8,510151.9,22.7,90.36,4,29050
2,52319,3,2,2012,34.4,26.35,272.5,88,2,6.7,4.4,41950,536809.8,510151.9,22.7,90.36,4,27856
2,48551,3,2,2013,33.5,26.35,387.5,87.5,2.8,6.4,4.35,41950,536809.8,510151.9,22.7,90.36,4,23912
2,48000,2,2,1979,34.4,25.95,600.5,89,1.55,5.85,5.4,41950,536809.8,510151.9,22.7,90.36,4,44085
2,85135,2,2,1980,34.05,26.2,411.5,90,1.4,5.85,4.35,41950,536809.8,510151.9,22.7,90.36,4,80285
2,60340,2,2,1981,32.7,25.55,369,89.5,1.2,6,3.6,41950,536809.8,510151.9,22.7,90.36,4,44600
2,69975,2,2,1982,33.05,25.75,408,87.5,1.5,5.9,4.8,41950,536809.8,510151.9,22.7,90.36,4,59665
2,77000,2,2,1983,33.85,25.95,487,87.5,1.3,6.15,3.7,41950,536809.8,510151.9,22.7,90.36,4,66280
2,75850,2,2,1984,34,25.25,439.5,90,1.2,7,3.85,41950,536809.8,510151.9,22.7,90.36,4,55352
2,75850,2,2,1985,34.75,25.6,299.5,91.5,1.5,6.75,4.25,41950,536809.8,510151.9,22.7,90.36,4,55345
2,85530,2,2,1986,35.35,25.6,316.5,89,0.8,6.15,4.45,41950,536809.8,510151.9,22.7,90.36,4,59665
2,90530,2,2,1987,33.9,25.4,625.5,92,0.9,6.7,2.7,41950,536809.8,510151.9,22.7,90.36,4,73870
2,37135,2,2,1988,32.95,26.05,440.5,90.5,1.3,6.8,3.4,41950,536809.8,510151.9,22.7,90.36,4,27855
2,34410,2,2,1989,33.15,25.4,328,88.5,1.15,6,4.6,41950,536809.8,510151.9,22.7,90.36,4,25855
2,24480,2,2,1990,33.25,25.5,378,89.5,1,6.25,4.45,41950,536809.8,510151.9,22.7,90.36,4,18590
2,20250,2,2,1991,34.4,25.5,362.5,88.5,1.35,6.6,4.05,41950,536809.8,510151.9,22.7,90.36,4,10340
2,20250,2,2,1992,34.9,25.4,312.5,90.5,1.25,6.5,3.6,41950,536809.8,510151.9,22.7,90.36,4,10340
2,34870,2,2,1993,33.5,25.6,482,90.5,1.8,6.5,3.7,41950,536809.8,510151.9,22.7,90.36,4,24520
2,34570,2,2,1994,33.1,25.55,290,88,1.2,6.4,4.2,41950,536809.8,510151.9,22.7,90.36,4,20280
2,48390,2,2,1995,34.35,25.3,429.5,87.5,1.3,6.35,4.35,41950,536809.8,510151.9,22.7,90.36,4,22740
2,52250,2,2,1996,34.7,25.5,314.5,89.5,1.3,5.95,2.95,41950,536809.8,510151.9,22.7,90.36,4,31260
2,50710,2,2,1997,34.65,25.6,298.5,90,1.5,6.65,3.75,41950,536809.8,510151.9,22.7,90.36,4,28850
2,48350,2,2,1998,34.5,25.15,566,91.5,1.4,6.55,2.35,41950,536809.8,510151.9,22.7,90.36,4,26780
2,79360,2,2,1999,34,25.25,465.5,91,1.5,7.05,2.75,41950,536809.8,510151.9,22.7,90.36,4,51600
2,87760,2,2,2000,34.85,25.45,296,87.5,1.6,6.5,3.7,41950,536809.8,510151.9,22.7,90.36,4,59520
2,90350,2,2,2001,33.35,25.65,373.5,89,1.65,6.6,4.3,41950,536809.8,510151.9,22.7,90.36,4,65360
2,91710,2,2,2002,34.25,25.95,494,89.5,1.05,6.85,3.85,41950,536809.8,510151.9,22.7,90.36,4,65560
2,96170,2,2,2003,34.2,26.6,214.5,89.5,1.35,6.3,5.3,41950,536809.8,510151.9,22.7,90.36,4,72620
2,94450,2,2,2004,33.6,26,359.5,88.5,1.5,6.8,3.75,41950,536809.8,510151.9,22.7,90.36,4,72150
2,136575,2,2,2005,34.35,26.05,382.5,93,1.1,6.75,3.7,41950,536809.8,510151.9,22.7,90.36,4,100331
2,25440,2,2,2006,33.6,26.05,381,90,1.5,6.8,4.1,41950,536809.8,510151.9,22.7,90.36,4,21197
2,27775,2,2,2007,34.25,26.15,389,89.5,1.05,6.6,3.35,41950,536809.8,510151.9,22.7,90.36,4,21336
2,32370,2,2,2008,33.45,26,453.5,89,1,6.6,3.45,41950,536809.8,510151.9,22.7,90.36,4,24733
2,30788,2,2,2009,35,26.15,530,89,2.55,6.65,3.85,41950,536809.8,510151.9,22.7,90.36,4,23486
2,33773,2,2,2010,34.75,26.75,203.5,87,1.75,6.1,4.8,41950,536809.8,510151.9,22.7,90.36,4,35171
2,34790,2,2,2011,35.3,26.15,371,88.5,2.95,6.2,4.1,41950,536809.8,510151.9,22.7,90.36,4,38153
2,33797,2,2,2012,34.4,26.35,272.5,88,2,6.7,4.4,41950,536809.8,510151.9,22.7,90.36,4,34696
2,37985,2,2,2013,33.5,26.35,387.5,87.5,2.8,6.4,4.35,41950,536809.8,510151.9,22.7,90.36,4,29367
2,0,4,2,1979,34.4,25.95,600.5,89,1.55,5.85,5.4,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1980,34.05,26.2,411.5,90,1.4,5.85,4.35,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1981,32.7,25.55,369,89.5,1.2,6,3.6,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1982,33.05,25.75,408,87.5,1.5,5.9,4.8,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1983,33.85,25.95,487,87.5,1.3,6.15,3.7,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1984,34,25.25,439.5,90,1.2,7,3.85,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1985,34.75,25.6,299.5,91.5,1.5,6.75,4.25,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1986,35.35,25.6,316.5,89,0.8,6.15,4.45,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1987,33.9,25.4,625.5,92,0.9,6.7,2.7,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1988,32.95,26.05,440.5,90.5,1.3,6.8,3.4,41950,536809.8,510151.9,22.7,90.36,4,0
2,10185,4,2,1989,33.15,25.4,328,88.5,1.15,6,4.6,41950,536809.8,510151.9,22.7,90.36,4,6460
2,0,4,2,1990,33.25,25.5,378,89.5,1,6.25,4.45,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1991,34.4,25.5,362.5,88.5,1.35,6.6,4.05,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1992,34.9,25.4,312.5,90.5,1.25,6.5,3.6,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1993,33.5,25.6,482,90.5,1.8,6.5,3.7,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1994,33.1,25.55,290,88,1.2,6.4,4.2,41950,536809.8,510151.9,22.7,90.36,4,0
2,326310,4,2,1995,34.35,25.3,429.5,87.5,1.3,6.35,4.35,41950,536809.8,510151.9,22.7,90.36,4,98660
2,0,4,2,1996,34.7,25.5,314.5,89.5,1.3,5.95,2.95,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1997,34.65,25.6,298.5,90,1.5,6.65,3.75,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1998,34.5,25.15,566,91.5,1.4,6.55,2.35,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,1999,34,25.25,465.5,91,1.5,7.05,2.75,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2000,34.85,25.45,296,87.5,1.6,6.5,3.7,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2001,33.35,25.65,373.5,89,1.65,6.6,4.3,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2002,34.25,25.95,494,89.5,1.05,6.85,3.85,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2003,34.2,26.6,214.5,89.5,1.35,6.3,5.3,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2004,33.6,26,359.5,88.5,1.5,6.8,3.75,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2005,34.35,26.05,382.5,93,1.1,6.75,3.7,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2006,33.6,26.05,381,90,1.5,6.8,4.1,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2007,34.25,26.15,389,89.5,1.05,6.6,3.35,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2008,33.45,26,453.5,89,1,6.6,3.45,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2009,35,26.15,530,89,2.55,6.65,3.85,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2010,34.75,26.75,203.5,87,1.75,6.1,4.8,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2011,35.3,26.15,371,88.5,2.95,6.2,4.1,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2012,34.4,26.35,272.5,88,2,6.7,4.4,41950,536809.8,510151.9,22.7,90.36,4,0
2,0,4,2,2013,33.5,26.35,387.5,87.5,2.8,6.4,4.35,41950,536809.8,510151.9,22.7,90.36,4,0
3,285500,3,2,1969,33.05,26.15,323,87.5,1.35,6,4.2,41883,435303.7,751187.5,24.88,89.36,20,94390
3,228315,3,2,1970,34.45,26.4,400,86,1.2,6.25,4.6,41883,435303.7,751187.5,24.88,89.36,20,80655
3,210245,3,2,1971,33.3,25,332.5,86,1.7,6.8,4.95,41883,435303.7,751187.5,24.88,89.36,20,57615
3,256640,3,2,1972,37.25,26,284,85.5,1.05,5.7,5.1,41883,435303.7,751187.5,24.88,89.36,20,81925
3,248065,3,2,1973,33.9,26.3,272,85,1.15,4.9,6.15,41883,435303.7,751187.5,24.88,89.36,20,79460
3,298455,3,2,1974,36.4,25.75,445,87.5,1.4,6,3.9,41883,435303.7,751187.5,24.88,89.36,20,96040
3,278055,3,2,1975,35,25.6,298.5,87.5,1.4,5.5,6,41883,435303.7,751187.5,24.88,89.36,20,76200
3,256600,3,2,1976,33.3,25.75,441,87,1.25,5.2,5.9,41883,435303.7,751187.5,24.88,89.36,20,77485
3,259390,3,2,1977,35.7,26.5,269,86,1.55,5.6,5.8,41883,435303.7,751187.5,24.88,89.36,20,79860
3,239060,3,2,1978,35.7,26.25,248.5,86,1.25,5,6.15,41883,435303.7,751187.5,24.88,89.36,20,76935
3,209065,3,2,1979,36.55,26.15,683,87,1.6,6.1,4.5,41883,435303.7,751187.5,24.88,89.36,20,65820
3,197605,3,2,1980,34.65,26.25,323.5,86.5,1.3,5.65,4.65,41883,435303.7,751187.5,24.88,89.36,20,80285
3,202240,3,2,1981,34.25,26.2,328.5,85.5,1.4,6.05,4.95,41883,435303.7,751187.5,24.88,89.36,20,69615
3,196200,3,2,1982,35.05,26.15,311,86,1.7,5.75,4.6,41883,435303.7,751187.5,24.88,89.36,20,67035
3,175355,3,2,1983,35.55,26.55,261,85.5,1.25,5.1,4.8,41883,435303.7,751187.5,24.88,89.36,20,55725
3,160340,3,2,1984,34.1,26,351.5,86.5,1.7,5.5,4.75,41883,435303.7,751187.5,24.88,89.36,20,47890
3,121655,3,2,1985,34.15,25.95,199.5,86.5,1.5,5.6,4.05,41883,435303.7,751187.5,24.88,89.36,20,37465
3,129745,3,2,1986,35.15,25.65,335.5,87,1.15,5.45,4.7,41883,435303.7,751187.5,24.88,89.36,20,45035
3,41010,3,2,1987,35.55,25.95,574,89,1.55,6,3.35,41883,435303.7,751187.5,24.88,89.36,20,1448
3,30335,3,2,1988,34.85,26.25,333,87,1.6,6.35,3.35,41883,435303.7,751187.5,24.88,89.36,20,12760
3,25755,3,2,1989,35,25.95,352.5,85.5,1.65,5.6,4.85,41883,435303.7,751187.5,24.88,89.36,20,11400
3,24550,3,2,1990,35,26.1,382,89,1.55,5.55,4.6,41883,435303.7,751187.5,24.88,89.36,20,11110
3,13140,3,2,1991,36.05,26.2,305.5,85.5,1.7,5.85,4.9,41883,435303.7,751187.5,24.88,89.36,20,5680
3,13140,3,2,1992,35.55,25.85,224,85.5,1.85,5.5,4.55,41883,435303.7,751187.5,24.88,89.36,20,5680
3,8770,3,2,1993,34.15,26.2,349,86.5,1.7,5.9,4.65,41883,435303.7,751187.5,24.88,89.36,20,3520
3,7600,3,2,1994,36.3,26.3,190.5,82,1.8,5.95,5.5,41883,435303.7,751187.5,24.88,89.36,20,2140
3,6160,3,2,1995,34,26.25,483,86.5,1.7,6.4,4.1,41883,435303.7,751187.5,24.88,89.36,20,1800
3,4170,3,2,1996,36.1,26.4,254.5,85.5,1.4,6.4,4.45,41883,435303.7,751187.5,24.88,89.36,20,1410
3,3290,3,2,1997,36.25,26.45,271.5,86.5,1.3,6.2,4.45,41883,435303.7,751187.5,24.88,89.36,20,1080
3,2310,3,2,1998,35,26.55,656,89,1,7.05,3.15,41883,435303.7,751187.5,24.88,89.36,20,740
3,1160,3,2,1999,35.4,26.3,386,87,1.1,6.55,4.05,41883,435303.7,751187.5,24.88,89.36,20,290
3,110,3,2,2000,35.05,26.6,239.5,84.5,1.15,5.8,4.5,41883,435303.7,751187.5,24.88,89.36,20,30
3,80,3,2,2001,35.9,26.85,150,83,1,5.45,5.85,41883,435303.7,751187.5,24.88,89.36,20,20
3,100,3,2,2002,35.2,26.3,486,88.5,0.75,6.45,4,41883,435303.7,751187.5,24.88,89.36,20,50
3,80,3,2,2003,36.65,26.8,219.5,83,1,5.55,6.2,41883,435303.7,751187.5,24.88,89.36,20,40
3,70,3,2,2004,34.45,26.2,395,84.5,1.2,5.9,5.05,41883,435303.7,751187.5,24.88,89.36,20,30
3,0,3,2,2005,34.95,26.45,399.5,84.5,1.1,5.7,4,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,3,2,2006,37,26.65,165,82.5,1.35,5.45,5.4,41883,435303.7,751187.5,24.88,89.36,20,0
3,265,3,2,2007,36.4,26.5,288,84,0.95,5.9,3.85,41883,435303.7,751187.5,24.88,89.36,20,157
3,0,3,2,2008,35.4,26.25,424,85.5,0.8,6.15,3.65,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,3,2,2009,35.25,26.45,382,84,3,6.05,4.05,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,3,2,2010,36.2,27,158.5,82,2.65,5.75,4.9,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,3,2,2011,36.4,26.4,390.5,84.5,2.9,6.1,4.4,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,3,2,2012,35.25,26.8,175,83,2.95,6.3,4.15,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,3,2,2013,35.4,26.7,269.5,83.5,3.1,6.05,3.65,41883,435303.7,751187.5,24.88,89.36,20,0
3,580,2,2,1969,33.05,26.15,323,87.5,1.35,6,4.2,41883,435303.7,751187.5,24.88,89.36,20,850
3,285,2,2,1970,34.45,26.4,400,86,1.2,6.25,4.6,41883,435303.7,751187.5,24.88,89.36,20,465
3,420,2,2,1971,33.3,25,332.5,86,1.7,6.8,4.95,41883,435303.7,751187.5,24.88,89.36,20,405
3,600,2,2,1972,37.25,26,284,85.5,1.05,5.7,5.1,41883,435303.7,751187.5,24.88,89.36,20,665
3,925,2,2,1973,33.9,26.3,272,85,1.15,4.9,6.15,41883,435303.7,751187.5,24.88,89.36,20,850
3,18460,2,2,1974,36.4,25.75,445,87.5,1.4,6,3.9,41883,435303.7,751187.5,24.88,89.36,20,15820
3,28795,2,2,1975,35,25.6,298.5,87.5,1.4,5.5,6,41883,435303.7,751187.5,24.88,89.36,20,20965
3,35650,2,2,1976,33.3,25.75,441,87,1.25,5.2,5.9,41883,435303.7,751187.5,24.88,89.36,20,28155
3,30035,2,2,1977,35.7,26.5,269,86,1.55,5.6,5.8,41883,435303.7,751187.5,24.88,89.36,20,23775
3,53040,2,2,1978,35.7,26.25,248.5,86,1.25,5,6.15,41883,435303.7,751187.5,24.88,89.36,20,43745
3,50335,2,2,1979,36.55,26.15,683,87,1.6,6.1,4.5,41883,435303.7,751187.5,24.88,89.36,20,40680
3,60825,2,2,1980,34.65,26.25,323.5,86.5,1.3,5.65,4.65,41883,435303.7,751187.5,24.88,89.36,20,53630
3,60930,2,2,1981,34.25,26.2,328.5,85.5,1.4,6.05,4.95,41883,435303.7,751187.5,24.88,89.36,20,49245
3,58380,2,2,1982,35.05,26.15,311,86,1.7,5.75,4.6,41883,435303.7,751187.5,24.88,89.36,20,49180
3,71000,2,2,1983,35.55,26.55,261,85.5,1.25,5.1,4.8,41883,435303.7,751187.5,24.88,89.36,20,55165
3,57020,2,2,1984,34.1,26,351.5,86.5,1.7,5.5,4.75,41883,435303.7,751187.5,24.88,89.36,20,46827
3,57020,2,2,1985,34.15,25.95,199.5,86.5,1.5,5.6,4.05,41883,435303.7,751187.5,24.88,89.36,20,46820
3,58710,2,2,1986,35.15,25.65,335.5,87,1.15,5.45,4.7,41883,435303.7,751187.5,24.88,89.36,20,45885
3,36890,2,2,1987,35.55,25.95,574,89,1.55,6,3.35,41883,435303.7,751187.5,24.88,89.36,20,24975
3,27395,2,2,1988,34.85,26.25,333,87,1.6,6.35,3.35,41883,435303.7,751187.5,24.88,89.36,20,18405
3,14745,2,2,1989,35,25.95,352.5,85.5,1.65,5.6,4.85,41883,435303.7,751187.5,24.88,89.36,20,9565
3,17180,2,2,1990,35,26.1,382,89,1.55,5.55,4.6,41883,435303.7,751187.5,24.88,89.36,20,13060
3,6070,2,2,1991,36.05,26.2,305.5,85.5,1.7,5.85,4.9,41883,435303.7,751187.5,24.88,89.36,20,4280
3,6070,2,2,1992,35.55,25.85,224,85.5,1.85,5.5,4.55,41883,435303.7,751187.5,24.88,89.36,20,4280
3,990,2,2,1993,34.15,26.2,349,86.5,1.7,5.9,4.65,41883,435303.7,751187.5,24.88,89.36,20,660
3,890,2,2,1994,36.3,26.3,190.5,82,1.8,5.95,5.5,41883,435303.7,751187.5,24.88,89.36,20,560
3,920,2,2,1995,34,26.25,483,86.5,1.7,6.4,4.1,41883,435303.7,751187.5,24.88,89.36,20,600
3,29800,2,2,1996,36.1,26.4,254.5,85.5,1.4,6.4,4.45,41883,435303.7,751187.5,24.88,89.36,20,20700
3,27920,2,2,1997,36.25,26.45,271.5,86.5,1.3,6.2,4.45,41883,435303.7,751187.5,24.88,89.36,20,19210
3,24330,2,2,1998,35,26.55,656,89,1,7.05,3.15,41883,435303.7,751187.5,24.88,89.36,20,16130
3,25210,2,2,1999,35.4,26.3,386,87,1.1,6.55,4.05,41883,435303.7,751187.5,24.88,89.36,20,17270
3,19620,2,2,2000,35.05,26.6,239.5,84.5,1.15,5.8,4.5,41883,435303.7,751187.5,24.88,89.36,20,13420
3,17980,2,2,2001,35.9,26.85,150,83,1,5.45,5.85,41883,435303.7,751187.5,24.88,89.36,20,12100
3,17840,2,2,2002,35.2,26.3,486,88.5,0.75,6.45,4,41883,435303.7,751187.5,24.88,89.36,20,12690
3,17810,2,2,2003,36.65,26.8,219.5,83,1,5.55,6.2,41883,435303.7,751187.5,24.88,89.36,20,12020
3,17050,2,2,2004,34.45,26.2,395,84.5,1.2,5.9,5.05,41883,435303.7,751187.5,24.88,89.36,20,11820
3,19867,2,2,2005,34.95,26.45,399.5,84.5,1.1,5.7,4,41883,435303.7,751187.5,24.88,89.36,20,14846
3,20940,2,2,2006,37,26.65,165,82.5,1.35,5.45,5.4,41883,435303.7,751187.5,24.88,89.36,20,17516
3,52290,2,2,2007,36.4,26.5,288,84,0.95,5.9,3.85,41883,435303.7,751187.5,24.88,89.36,20,48818
3,71915,2,2,2008,35.4,26.25,424,85.5,0.8,6.15,3.65,41883,435303.7,751187.5,24.88,89.36,20,66281
3,40894,2,2,2009,35.25,26.45,382,84,3,6.05,4.05,41883,435303.7,751187.5,24.88,89.36,20,30742
3,54746,2,2,2010,36.2,27,158.5,82,2.65,5.75,4.9,41883,435303.7,751187.5,24.88,89.36,20,47844
3,63314,2,2,2011,36.4,26.4,390.5,84.5,2.9,6.1,4.4,41883,435303.7,751187.5,24.88,89.36,20,58695
3,57296,2,2,2012,35.25,26.8,175,83,2.95,6.3,4.15,41883,435303.7,751187.5,24.88,89.36,20,56132
3,57296,2,2,2013,35.4,26.7,269.5,83.5,3.1,6.05,3.65,41883,435303.7,751187.5,24.88,89.36,20,61861
3,0,4,2,1969,33.05,26.15,323,87.5,1.35,6,4.2,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1970,34.45,26.4,400,86,1.2,6.25,4.6,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1971,33.3,25,332.5,86,1.7,6.8,4.95,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1972,37.25,26,284,85.5,1.05,5.7,5.1,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1973,33.9,26.3,272,85,1.15,4.9,6.15,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1974,36.4,25.75,445,87.5,1.4,6,3.9,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1975,35,25.6,298.5,87.5,1.4,5.5,6,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1976,33.3,25.75,441,87,1.25,5.2,5.9,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1977,35.7,26.5,269,86,1.55,5.6,5.8,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1978,35.7,26.25,248.5,86,1.25,5,6.15,41883,435303.7,751187.5,24.88,89.36,20,0
3,715,4,2,1979,36.55,26.15,683,87,1.6,6.1,4.5,41883,435303.7,751187.5,24.88,89.36,20,290
3,0,4,2,1980,34.65,26.25,323.5,86.5,1.3,5.65,4.65,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1981,34.25,26.2,328.5,85.5,1.4,6.05,4.95,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1982,35.05,26.15,311,86,1.7,5.75,4.6,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1983,35.55,26.55,261,85.5,1.25,5.1,4.8,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1984,34.1,26,351.5,86.5,1.7,5.5,4.75,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1985,34.15,25.95,199.5,86.5,1.5,5.6,4.05,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1986,35.15,25.65,335.5,87,1.15,5.45,4.7,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1987,35.55,25.95,574,89,1.55,6,3.35,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1988,34.85,26.25,333,87,1.6,6.35,3.35,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1989,35,25.95,352.5,85.5,1.65,5.6,4.85,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1990,35,26.1,382,89,1.55,5.55,4.6,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1991,36.05,26.2,305.5,85.5,1.7,5.85,4.9,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1992,35.55,25.85,224,85.5,1.85,5.5,4.55,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1993,34.15,26.2,349,86.5,1.7,5.9,4.65,41883,435303.7,751187.5,24.88,89.36,20,0
3,0,4,2,1994,36.3,26.3,190.5,82,1.8,5.95,5.5,41883,435303.7,751187.5,24.88,89.36,20,0
