Districts_N,Area,Category_N,Crop_N,Year,Rainfall,Max_Temp,Min_Temp,Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Productions
18,0,1,1,1986,19,30.3,16.7,77.6666666666667,0.833333333333333,1.36666666666667,6.76666666666667,534986.1,472575.7,22.36,90.34,3,0
21,446300,3,1,1998,0,29.5333333333333,14.8,81,1,1,8.13333333333333,426172.9,844822.3,25.72,89.26,34,183080
3,3084,3,6,2011,7.5,30.975,14.35,74,2.3,1.325,5.275,435303.7,751187.5,24.88,89.36,20,3216.54058
22,4470,3,6,1999,12.75,29.975,15.475,74.5,1.35,1.875,8.275,694533.2,752277.9,24.88,91.93,35,4012.4084
6,442130,2,3,1995,196.333333333333,37.8666666666667,25.9333333333333,73.3333333333333,1.43333333333333,4.63333333333333,6.6,540098.6,629248.4,23.78,90.39,9,566862
19,38180,3,6,1969,27.5,28.425,13.65,68.25,0.525,1.575,7.53214285714286,353944.9,693386.6,24.35,88.56,20,15509.5017
16,0,3,4,2007,251.75,36.55,23.1,79.75,1.45,3.375,6.75,610851.8,524433.6,22.83,91.08,6,0
19,54400,3,3,1975,78.3333333333333,37.5,25.1666666666667,66.3333333333333,1.23333333333333,3.03333333333333,6.98571428571429,353944.9,693386.6,24.35,88.56,20,25000
20,40,3,6,1991,49,29.075,15.125,79,0.625,2.025,6.6,725903.3,508021.9,22.67,92.2,63,11.0231
13,0,4,2,1991,279.5,36.35,24.4,86,1.5,6.05,4.3,540975.3,737535.8,24.75,90.41,19,0
18,0,4,3,1976,274.666666666667,33.4666666666667,25.1,82.6666666666667,2.2,4.76666666666667,5.49195402298851,534986.1,472575.7,22.36,90.34,3,0
6,410,4,2,1991,331.5,35.6,26.55,84.5,1.9,6.35,4.95,540098.6,629248.4,23.78,90.39,9,260
4,0,3,4,2004,271,35.975,24.325,80.25,0.825,4.625,7.025,684570.9,471415,22.34,91.79,6,0
7,4210,1,1,1981,16.3333333333333,28.7,13.1333333333333,71.6666666666667,0.533333333333333,1.3,6.55466666666667,365790.2,834718,25.63,88.66,37,1730
10,289400,3,2,1991,381.5,36,26.15,86.5,2.6,6.35,4.4,420062.7,562498.8,23.17,89.22,7,131680
6,31310,3,3,1985,291.666666666667,35.3,24.9333333333333,79,1.63333333333333,4.73333333333333,6.03333333333333,540098.6,629248.4,23.78,90.39,9,19348
15,26490,4,3,1984,338.666666666667,35.8666666666667,23.9333333333333,79.3333333333333,2.36666666666667,5.5,5.03333333333333,540975.3,737535.8,24.75,90.41,19,26295
21,80185,2,2,1986,390,35.3,25.55,85,1.45,6.05,4.5,426172.9,844822.3,25.72,89.26,34,52495
2,0,5,3,1987,173.666666666667,37.9,24.9666666666667,83,1.3,4.53333333333333,7.06666666666667,536809.8,510151.9,22.7,90.36,4,0
4,289340,2,3,1986,380.666666666667,35.6333333333333,24.3333333333333,79,5.16666666666667,4.26666666666667,6.83333333333333,684570.9,471415,22.34,91.79,6,311771
4,0,4,3,2013,448,33.9,25,82.6666666666667,7.23333333333333,4.76666666666667,5.93333333333333,684570.9,471415,22.34,91.79,6,0
7,34790,3,2,1998,557,34.4,26.4,89,0.6,6.55,2.6,365790.2,834718,25.63,88.66,37,10610
14,2715,2,3,1972,56.3333333333333,37.5333333333333,25.2666666666667,70.3333333333333,3.73333333333333,3.73333333333333,7.46666666666667,420062.7,562498.8,23.17,89.22,7,3080
1,5780,2,3,1987,287.333333333333,34.3333333333333,24.9,79.3333333333333,4.86666666666667,3.93333333333333,6.56666666666667,684570.9,471415,22.34,91.79,6,6916
9,20,1,1,2008,0,30.0666666666667,15.2666666666667,85.6666666666667,0.4,1.06666666666667,6.1,540975.3,737535.8,24.75,90.41,19,10
2,7805,3,6,1984,1,30.65,14.125,82,0.35,1.2,8.125,536809.8,510151.9,22.7,90.36,4,4883.2333
11,13070,2,3,2004,375.666666666667,36.9333333333333,24.3,78.6666666666667,0.866666666666667,4.43333333333333,5.66666666666667,725903.3,508021.9,22.67,92.2,63,15744
1,0,4,1,2004,1.66666666666667,32.2,16.4,74,0.3,0.766666666666667,8,684570.9,471415,22.34,91.79,6,0
10,317685,3,1,1985,3,30.8,13.8333333333333,73.6666666666667,0.6,1.5,6.96666666666667,420062.7,562498.8,23.17,89.22,7,184225
15,0,1,1,2000,0,29.36666667,14.33333333,78.66666667,0.566666667,0.733333333,7.033333333,540975.3,737535.8,24.75,90.41,19,0
7,51100,3,4,1971,136.25,34.6,21.65,66.75,0.925,2.95,6.894,365790.2,834718,25.63,88.66,37,91705
18,120,3,5,1973,22.0192307692308,29.275,16.8,78.0256410256411,1.025,2.325,7.00431034482759,534986.1,472575.7,22.36,90.34,3,341.7161
10,695,3,5,2000,0,30.925,13.375,77.5,0.425,0.7,7.725,420062.7,562498.8,23.17,89.22,7,2656.5671
4,216145,2,3,1976,408,34.6666666666667,23.6666666666667,80.3333333333333,5.06666666666667,4.26666666666667,6.56666666666667,684570.9,471415,22.34,91.79,6,201303
15,2035,2,5,1997,13,29.875,14.65,77.75,0.7,2.125,6,540975.3,737535.8,24.75,90.41,19,7942.14355
19,92660,1,1,1995,15,29.2666666666667,13.8666666666667,75.3333333333333,0.566666666666667,1.53333333333333,7.33333333333333,353944.9,693386.6,24.35,88.56,20,32510
3,21780,3,5,1970,6.75,30.1,13.6,72.75,0.475,1.175,9.625,435303.7,751187.5,24.88,89.36,20,66849.58995
11,0,3,3,1997,250,35.7,22.5666666666667,80,1.06666666666667,4.53333333333333,6.4,725903.3,508021.9,22.67,92.2,63,0
20,680,3,1,1999,15,30.1333333333333,14.8333333333333,80,0.333333333333333,0.966666666666667,8.93333333333333,725903.3,508021.9,22.67,92.2,63,460
2,2130,4,1,1980,8,29.5,14.8333333333333,77.3333333333333,0.433333333333333,1.33333333333333,8.5,536809.8,510151.9,22.7,90.36,4,1950
17,0,4,2,1998,319,34.75,26.55,88.5,1.2,6.7,3.55,402483.2,667640.8,24.12,89.04,14,0
21,19430,1,1,1990,12.6666666666667,28.8333333333333,13.4333333333333,79.6666666666667,0.866666666666667,1.06666666666667,7.76666666666667,426172.9,844822.3,25.72,89.26,34,9290
19,68057,3,6,2011,1.75,29.925,13.3,77.25,1.875,1.2,6.125,353944.9,693386.6,24.35,88.56,20,95909.78848
7,801740,3,1,1981,16.3333333333333,28.7,13.1333333333333,71.6666666666667,0.533333333333333,1.3,6.55466666666667,365790.2,834718,25.63,88.66,37,387615
16,0,4,3,1991,447.666666666667,33.8333333333333,24.7,83.3333333333333,1.43333333333333,4.66666666666667,4.36666666666667,610851.8,524433.6,22.83,91.08,6,0
15,0,4,1,2013,0,31.4,14.85,81.5,0.8,1,5.2,540975.3,737535.8,24.75,90.41,19,0
18,0,1,1,1999,13,30.7666666666667,16.4333333333333,81.3333333333333,0.433333333333333,1.06666666666667,7.2,534986.1,472575.7,22.36,90.34,3,0
11,1500,2,5,1999,40,30.25,15.375,80,0.35,1.925,8.275,725903.3,508021.9,22.67,92.2,63,3411.64945
18,1240,3,3,2000,209,35.7666666666667,25.0666666666667,85.3333333333333,1.73333333333333,5.26666666666667,5.06666666666667,534986.1,472575.7,22.36,90.34,3,610
14,1555,3,5,1978,25,29.9,13.975,72,0.875,1.625,8,420062.7,562498.8,23.17,89.22,7,7297.2922
9,335390,2,3,1999,244.666666666667,35.8,24.8666666666667,82.3333333333333,1.93333333333333,4.7,5.33333333333333,540975.3,737535.8,24.75,90.41,19,409880
10,108985,2,1,1986,55.3333333333333,30.0333333333333,15.0666666666667,78,0.833333333333333,1.73333333333333,6.56666666666667,420062.7,562498.8,23.17,89.22,7,89895
1,0,5,3,1981,327.333333333333,33.2666666666667,23.5333333333333,81,4.4,5.03333333333333,5.53333333333333,684570.9,471415,22.34,91.79,6,0
12,18578,1,1,2010,4.33333333333333,29.7666666666667,15.8,78.3333333333333,0.466666666666667,1.16666666666667,6.53333333333333,456632.4,521635.7,22.8,89.58,4,3763
2,2510,2,5,1997,56.25,30.925,14.875,85.25,0.45,2.125,6.05,536809.8,510151.9,22.7,90.36,4,11783.6939
5,104670,2,3,1970,150,35.2333333333333,25.2333333333333,92,1.66666666666667,2.96666666666667,6.43535353535354,621445.2,596963.4,23.48,91.19,10,138420
5,3110,4,3,1997,236.333333333333,34.4,22.4,83.6666666666667,1.93333333333333,4.6,6.26666666666667,621445.2,596963.4,23.48,91.19,10,3869
14,63675,1,1,1983,21.6666666666667,30.5333333333333,13.8333333333333,72.6666666666667,0.933333333333334,1.73333333333333,7.53333333333333,420062.7,562498.8,23.17,89.22,7,22810
18,405,2,5,1984,9,31.125,16.6,78.75,0.9,1.15,6.86810344827586,534986.1,472575.7,22.36,90.34,3,1179.4717
6,50780,3,1,1998,27.6666666666667,31.1,16.0333333333333,75.6666666666667,0.266666666666667,1.2,7.5,540098.6,629248.4,23.78,90.39,9,21490
22,146880,2,2,1998,955,34.3,25.2,92,1.25,7.5,2.25,694533.2,752277.9,24.88,91.93,35,96220
4,4020,2,5,1983,27.5,30.05,16.1,73,1.475,2.025,8.3,684570.9,471415,22.34,91.79,6,22537.83026
1,0,1,1,1996,2.33333333333333,30.8333333333333,16.9,77,0.866666666666667,1.56666666666667,7.66666666666667,684570.9,471415,22.34,91.79,6,0
22,0,5,3,1994,413,35.2,23,79.3333333333333,1.63333333333333,5.7,5.4,694533.2,752277.9,24.88,91.93,35,0
3,57420,3,6,1998,2.5,32.025,15.775,75.5,0.7,0.9,8.125,435303.7,751187.5,24.88,89.36,20,59557.8093
23,89600,1,1,1994,10.6666666666667,29.6666666666667,13.6,79.3333333333333,0.666666666666667,1.7,6.9,491982.91,683166,24.15,89.55,10,33510
2,0,4,2,2012,272.5,34.4,26.35,88,2,6.7,4.4,536809.8,510151.9,22.7,90.36,4,0
18,1080,3,4,1982,154.25,35.125,24.375,74.25,2.6,4.225,6.02068965517242,534986.1,472575.7,22.36,90.34,3,1675
6,17140,4,3,1989,210.666666666667,38.1,25.7333333333333,76,2.46666666666667,4.43333333333333,7.2,540098.6,629248.4,23.78,90.39,9,19819
20,0,1,1,2010,21,30.9666666666667,15.6,80.6666666666667,1.2,1.2,7.5,725903.3,508021.9,22.67,92.2,63,0
20,607,3,1,2012,7.66666666666667,30.6666666666667,14.2,80.6666666666667,1.2,1.5,7.2,725903.3,508021.9,22.67,92.2,63,474
4,0,3,4,2007,360.75,36.625,23.625,79.25,1.125,3.8,7.1,684570.9,471415,22.34,91.79,6,0
22,5090,2,5,1982,12.25,29.35,13.55,70.5,0.975,1.6,7.95,694533.2,752277.9,24.88,91.93,35,27615.07012
17,1685,2,5,2005,0.25,31.25,14.225,77,0.75,0.725,7.675,402483.2,667640.8,24.12,89.04,14,8880.20936
5,3420,4,3,1990,297.333333333333,33.8666666666667,23.7,85,1.53333333333333,4.66666666666667,6.13333333333333,621445.2,596963.4,23.48,91.19,10,3505
1,1295,3,1,2008,10.3333333333333,30.5666666666667,17.4,79.3333333333333,1.9,1.2,7.3,684570.9,471415,22.34,91.79,6,1248
14,108675,3,6,1986,41.5,31.125,15.3,75.25,0.85,1.6,6.875,420062.7,562498.8,23.17,89.22,7,80678.0689
22,0,4,2,1969,851,34.3,24.85,88.5,1.25,7.2,4.35,694533.2,752277.9,24.88,91.93,35,0
6,9605,3,4,2004,203.5,36.05,24.4,71.5,1.725,4.75,6.2,540098.6,629248.4,23.78,90.39,9,29776
22,80000,2,2,1977,629.5,34.3,25.2,86.5,0.8,6.7,4.75,694533.2,752277.9,24.88,91.93,35,79345
17,0,4,1,2008,0,29.8,14.6333333333333,82,0.933333333333333,1.36666666666667,5.83333333333333,402483.2,667640.8,24.12,89.04,14,0
18,1095,3,4,1981,243.25,34.125,23.4,78.5,2.575,4.925,6.02068965517242,534986.1,472575.7,22.36,90.34,3,1820
5,80840,3,4,1974,252.25,35.275,22.85,76.25,2.75,4,6.80454545454546,621445.2,596963.4,23.48,91.19,10,232820
8,120880,3,6,1987,17.75,30.15,15.825,77.75,1.05,1.525,8.125,483877.3,610719.3,23.61,89.84,9,82111.0719
11,0,4,1,1982,2.33333333333333,29.2666666666667,18,78,0.6,2.8,7.44814814814815,725903.3,508021.9,22.67,92.2,63,0
10,586270,2,1,1992,1,30.6333333333333,13.1,77.3333333333333,0.333333333333333,1.23333333333333,6.7,420062.7,562498.8,23.17,89.22,7,490380
5,0,2,5,1977,13,28.95,15.075,75.5,0.8,1.25,7.4,621445.2,596963.4,23.48,91.19,10,0
8,119490,3,6,1988,40.75,29.625,15.35,76.25,1.175,0.9,8.575,483877.3,610719.3,23.61,89.84,9,90852.3902
2,4000,3,4,1994,235.5,35.75,23.75,80.5,1.075,4.15,6.725,536809.8,510151.9,22.7,90.36,4,13000
17,1090,2,2,1997,393.5,35.65,25.75,88,1.35,6.35,4.7,402483.2,667640.8,24.12,89.04,14,400
3,463085,2,3,2006,173.333333333333,36.7333333333333,24.3,78.6666666666667,1.33333333333333,4.53333333333333,5.66666666666667,435303.7,751187.5,24.88,89.36,20,677082
3,0,5,3,1989,127.666666666667,39.8,24.1333333333333,75,2.26666666666667,3.5,6.76666666666667,435303.7,751187.5,24.88,89.36,20,0
3,22610,3,6,1978,8,30.075,14.35,71.25,0.775,1.3,8.65,435303.7,751187.5,24.88,89.36,20,21840.06803
14,0,3,3,2004,171,38.9333333333333,24.7333333333333,78.3333333333333,2.63333333333333,4.6,6.83333333333333,420062.7,562498.8,23.17,89.22,7,0
19,0,4,2,2013,177.5,36.65,26.5,85.5,2.45,5.7,4.95,353944.9,693386.6,24.35,88.56,20,0
17,58560,3,4,1999,147.75,38.75,23.85,71.5,1.625,3.3,7.325,402483.2,667640.8,24.12,89.04,14,215500
8,0,5,3,2001,245,35.9333333333333,24.4666666666667,80.3333333333333,1.5,4.36666666666667,6.6,483877.3,610719.3,23.61,89.84,9,0
22,20000,2,1,1979,13,28.7,15.4333333333333,75.3333333333333,1,1.56666666666667,8.06666666666667,694533.2,752277.9,24.88,91.93,35,17420
13,9125,3,5,1990,6.25,30.675,13.525,75.5,0.5,1.45,7.125,540975.3,737535.8,24.75,90.41,19,27750.65425
18,1320,2,5,1989,25.5,30.025,16.575,79.25,0.65,1.1,7.275,534986.1,472575.7,22.36,90.34,3,3295.9069
11,5628,2,2,2005,459,34.95,25,86,0.85,6.15,3.85,725903.3,508021.9,22.67,92.2,63,5695
12,185840,2,3,2001,216.333333333333,36.8,25.0666666666667,82,0.833333333333333,4.46666666666667,6.53333333333333,456632.4,521635.7,22.8,89.58,4,208250
17,4385,3,5,1974,3,30.5,12.4,67.5,1.375,1.4,7.24913793103448,402483.2,667640.8,24.12,89.04,14,12555.3109
19,18685,3,3,1983,73.3333333333333,39.5666666666667,23.7,71,4.76666666666667,3.73333333333333,7.46666666666667,353944.9,693386.6,24.35,88.56,20,14247
9,228310,2,3,1989,193.333333333333,36.8,24.6333333333333,80,2.23333333333333,4.66666666666667,6,540975.3,737535.8,24.75,90.41,19,252980
15,464190,2,3,2001,307.333333333333,35.3666666666667,23.8666666666667,81.6666666666667,1.9,4.86666666666667,5.83333333333333,540975.3,737535.8,24.75,90.41,19,615630
2,775500,3,1,2003,9.33333333333333,30.3333333333333,15.2666666666667,83,0.066666666666667,1.46666666666667,6.96666666666667,536809.8,510151.9,22.7,90.36,4,491820
18,659545,3,1,1982,14,29.2666666666667,16.3666666666667,67,1.26666666666667,1.53333333333333,6.84367816091954,534986.1,472575.7,22.36,90.34,3,302875
17,133360,3,6,1985,3.25,30.325,12.975,69.25,0.65,1.325,8.025,402483.2,667640.8,24.12,89.04,14,95349.815
11,0,4,3,2007,346.333333333333,36.6666666666667,23.8333333333333,81.3333333333333,0.766666666666667,4.6,6.6,725903.3,508021.9,22.67,92.2,63,0
6,14090,2,2,1994,199.5,34.05,26.55,80,1.6,6.1,5.4,540098.6,629248.4,23.78,90.39,9,7890
6,380,4,2,1994,199.5,34.05,26.55,80,1.6,6.1,5.4,540098.6,629248.4,23.78,90.39,9,190
2,45860,2,1,1989,0,30.1333333333333,14.2,82.6666666666667,0.233333333333333,0.733333333333333,7.96666666666667,536809.8,510151.9,22.7,90.36,4,44830
19,441250,2,3,1992,73,40.9666666666667,23.9666666666667,67.3333333333333,2.13333333333333,3.1,8.1,353944.9,693386.6,24.35,88.56,20,585833
5,481620,1,1,1986,45.6666666666667,30.3666666666667,15.5666666666667,78.3333333333333,0.7,1.1,7.43333333333333,621445.2,596963.4,23.48,91.19,10,200430
5,199529,1,1,2005,0.333333333333333,30.6,14.7666666666667,78.6666666666667,0.8,1.13333333333333,7.66666666666667,621445.2,596963.4,23.48,91.19,10,99716
8,414380,3,2,1991,246,34.4,25.95,87,2.65,5.85,5.1,483877.3,610719.3,23.61,89.84,9,125910
8,2950,2,2,1993,287.5,33.1,24.65,87.5,2.1,6.2,3.75,483877.3,610719.3,23.61,89.84,9,2130
17,325640,1,1,1981,16,30.3666666666667,13,70.6666666666667,0.4,0.766666666666667,7.02643678160919,402483.2,667640.8,24.12,89.04,14,125255
1,19350,2,1,2008,10.3333333333333,30.5666666666667,17.4,79.3333333333333,1.9,1.2,7.3,684570.9,471415,22.34,91.79,6,23264
9,42390,3,4,2004,184,34.625,23.5,81.75,1.575,4.475,5.8,540975.3,737535.8,24.75,90.41,19,188212
2,63550,2,1,2006,0.666666666666667,30.7,14.8333333333333,82.6666666666667,0.133333333333333,1.23333333333333,7.33333333333333,536809.8,510151.9,22.7,90.36,4,56035
6,10620,4,1,1995,37.6666666666667,30.6666666666667,15.1,72.3333333333333,0.4,1.4,7.13333333333333,540098.6,629248.4,23.78,90.39,9,6960
20,20,3,6,1995,61.75,30.175,15.775,76,0.625,1.8,7.725,725903.3,508021.9,22.67,92.2,63,22.0462
5,17480,3,6,2006,5.25,29.975,14.875,78.75,0.6,1.525,5.725,621445.2,596963.4,23.48,91.19,10,11773.77311
8,130860,3,6,2001,15.5,30.35,15.85,78.5,0.5,1.35,7.85,483877.3,610719.3,23.61,89.84,9,102845.523
10,156320,2,3,1987,181.333333333333,39.1,25.1333333333333,75,3.56666666666667,4.33333333333333,7.03333333333333,420062.7,562498.8,23.17,89.22,7,229790
23,0,4,1,2007,39,29.4666666666667,14.7333333333333,81.3333333333333,0.233333333333333,1.2,6.46666666666667,491982.91,683166,24.15,89.55,10,0
12,21670,2,2,1999,395.5,34.65,25.95,88,1.15,6.1,3.6,456632.4,521635.7,22.8,89.58,4,17850
3,0,4,3,1975,129,38.1666666666667,24.5,71.6666666666667,1.63333333333333,3.26666666666667,8.43333333333333,435303.7,751187.5,24.88,89.36,20,0
4,47640,3,3,1970,170.333333333333,34.3333333333333,24.9333333333333,81.6666666666667,3.7,5.2,6.63333333333333,684570.9,471415,22.34,91.79,6,29750
4,295350,2,3,1997,244,34.6333333333333,24.2333333333333,80.6666666666667,3.46666666666667,4.83333333333333,5.96666666666667,684570.9,471415,22.34,91.79,6,319008
22,0,5,3,1981,590.333333333333,34.4,22.5333333333333,80.6666666666667,1.13333333333333,5.46666666666667,6.3,694533.2,752277.9,24.88,91.93,35,0
21,14320,3,6,1969,18.25,28.15,12.6,83.5,0.4,1.225,7.17357142857143,426172.9,844822.3,25.72,89.26,34,6002.07795
14,61600,1,1,1979,20,30.1666666666667,15.5,71,0.966666666666667,1.56666666666667,7.6,420062.7,562498.8,23.17,89.22,7,21115
15,583981,2,3,2013,214.666666666667,35.8333333333333,24.2,81.3333333333333,2.36666666666667,5.36666666666667,4.66666666666667,540975.3,737535.8,24.75,90.41,19,950413
7,0,4,1,2003,12.6666666666667,28.0666666666667,13.5333333333333,83.3333333333333,0.366666666666667,1.43333333333333,6.26666666666667,365790.2,834718,25.63,88.66,37,0
8,598905,1,1,1983,8.33333333333333,28.6,15.2666666666667,75,0.266666666666667,0.9,7.31379310344827,483877.3,610719.3,23.61,89.84,9,202420
9,14820,2,2,1999,375,35.2,26.1,88,1.8,6.35,3.55,540975.3,737535.8,24.75,90.41,19,8740
13,268670,3,2,1982,459.5,34.3,26.1,81,2.55,6.35,3.9,540975.3,737535.8,24.75,90.41,19,86365
5,0,4,3,1970,150,35.2333333333333,25.2333333333333,92,1.66666666666667,2.96666666666667,6.43535353535354,621445.2,596963.4,23.48,91.19,10,0
13,5110,1,1,1997,13.6666666666667,29.9,14.4666666666667,80,0.666666666666667,2.26666666666667,5.53333333333333,540975.3,737535.8,24.75,90.41,19,1830
15,67560,2,3,1977,616.666666666667,32.8666666666667,23.6666666666667,83,4,5.7,5.72,540975.3,737535.8,24.75,90.41,19,74279
15,36280,3,3,1985,181.333333333333,34.8333333333333,23.6333333333333,78.6666666666667,2.2,5.1,5.5,540975.3,737535.8,24.75,90.41,19,20990
2,319310,3,2,1993,482,33.5,25.6,90.5,1.8,6.5,3.7,536809.8,510151.9,22.7,90.36,4,97140
8,0,4,3,2008,108.333333333333,37.2333333333333,24.7333333333333,77.3333333333333,1,3.6,7.3,483877.3,610719.3,23.61,89.84,9,0
5,118580,2,2,1995,490.5,33.95,25.65,88.5,2.4,6.2,4.5,621445.2,596963.4,23.48,91.19,10,83430
4,5455,4,2,1987,939.5,33.85,25,87,5.85,6.65,4.5,684570.9,471415,22.34,91.79,6,3875
17,51110,3,1,1999,3.66666666666667,29.9666666666667,14.3,78.3333333333333,0.566666666666667,0.833333333333333,7.86666666666667,402483.2,667640.8,24.12,89.04,14,29740
17,108690,2,1,1993,15.3333333333333,29.6666666666667,14.4333333333333,74,0.733333333333333,1.23333333333333,7.6,402483.2,667640.8,24.12,89.04,14,64590
1,5,3,6,1971,3.25,32.15,16.75,73.25,1.425,1.575,9.075,684570.9,471415,22.34,91.79,6,2.20462
12,0,4,3,1998,147,36.8333333333333,25.7,79.3333333333333,1.63333333333333,4.16666666666667,6.6,456632.4,521635.7,22.8,89.58,4,0
4,147510,4,1,1995,107.666666666667,30.8333333333333,17.3,77,0.966666666666667,1.6,7.36666666666667,684570.9,471415,22.34,91.79,6,126970
18,0,3,4,2012,123.5,36.625,24.85,82.5,1.95,3.625,6.55,534986.1,472575.7,22.36,90.34,3,0
6,71130,3,1,2002,13.3333333333333,29.6666666666667,15.8333333333333,74.3333333333333,0.7,2,6.03333333333333,540098.6,629248.4,23.78,90.39,9,53790
3,243850,3,1,1991,37.3333333333333,29.8666666666667,14.0666666666667,79.3333333333333,0.533333333333333,1.2,6.76666666666667,435303.7,751187.5,24.88,89.36,20,155560
17,8055,3,5,1992,3.25,30.875,12.3,75.5,0.775,1.2,7.275,402483.2,667640.8,24.12,89.04,14,21649.3684
19,18,3,3,2010,107.666666666667,40.4333333333333,25.7333333333333,74.3333333333333,2.3,4.26666666666667,6.4,353944.9,693386.6,24.35,88.56,20,17
3,43178,3,5,2011,7.5,30.975,14.35,74,2.3,1.325,5.275,435303.7,751187.5,24.88,89.36,20,266954.12887
17,0,5,3,1980,216.666666666667,39.4666666666667,24.3666666666667,70.6666666666667,3.66666666666667,4.26666666666667,6.87126436781609,402483.2,667640.8,24.12,89.04,14,0
23,0,4,3,2002,204.666666666667,35.5333333333333,23.8333333333333,81.6666666666667,1.13333333333333,4.93333333333333,5.8,491982.91,683166,24.15,89.55,10,0
18,13070,2,3,1998,212.666666666667,35.4666666666667,25.4666666666667,84.3333333333333,1.96666666666667,4.73333333333333,5.2,534986.1,472575.7,22.36,90.34,3,13500
3,0,4,1,2005,0.333333333333333,30.1333333333333,14.6333333333333,78.3333333333333,0.466666666666667,1.03333333333333,7.33333333333333,435303.7,751187.5,24.88,89.36,20,0
19,0,4,1,1976,1.66666666666667,30.5333333333333,14.2666666666667,69.3333333333333,0.266666666666667,0.966666666666667,7.30761904761905,353944.9,693386.6,24.35,88.56,20,0
3,21960,3,5,1974,3.25,31.275,14.1,69.25,0.825,1.1,9.45,435303.7,751187.5,24.88,89.36,20,54018.70155
14,48480,2,3,1989,133.666666666667,39.4333333333333,25.2666666666667,75.6666666666667,3.9,4.43333333333333,6.8,420062.7,562498.8,23.17,89.22,7,58499
23,0,4,1,2013,1,31.65,14.7,79.5,1.5,0.7,6.55,491982.91,683166,24.15,89.55,10,0
11,0,4,1,2011,0,30.5666666666667,14.9,80.3333333333333,1.3,1.26666666666667,7.1,725903.3,508021.9,22.67,92.2,63,0
7,15150,3,5,1990,7.75,29.825,13.025,75,0.85,0.975,7.875,365790.2,834718,25.63,88.66,37,48198.50475
22,0,2,5,1980,15,30.175,15.075,71.25,1.05,1.4,8.625,694533.2,752277.9,24.88,91.93,35,0
17,5361,2,5,2003,1.25,30.65,13.35,78,0.7,1.125,7.125,402483.2,667640.8,24.12,89.04,14,24712.68789
13,4155,2,5,1987,15.75,29.675,15.35,78.75,0.625,1.525,7.5,540975.3,737535.8,24.75,90.41,19,18110.9533
3,9415,4,1,1983,14,29.2333333333333,14.2666666666667,74.6666666666667,0.7,1.2,7.83333333333333,435303.7,751187.5,24.88,89.36,20,6225
21,9270,3,5,1995,31.25,27.925,14.15,79.75,0.825,1.4,7.25,426172.9,844822.3,25.72,89.26,34,24173.6583
9,7350,3,3,2004,241,34.9,24.2333333333333,83.6666666666667,1.63333333333333,5.13333333333333,5.5,540975.3,737535.8,24.75,90.41,19,6137
9,0,5,3,1979,141.333333333333,37.5,24.5333333333333,74.6666666666667,2.36666666666667,3.7,8.36666666666667,540975.3,737535.8,24.75,90.41,19,0
7,28790,2,2,1975,379,32.4,25.95,84.5,0.85,5.75,4.748,365790.2,834718,25.63,88.66,37,25380
9,72770,2,1,1991,27.6666666666667,29.7333333333333,14.0666666666667,78.3333333333333,0.366666666666667,1.3,6.1,540975.3,737535.8,24.75,90.41,19,65250
